4.50 0.0080   17   8.562146E-01  5.541325E-03  3.008290E+01  4.236460E-03  9.289402E-01  7.645211E-01  3.439226E+08  6.430270E+07  8.196219E+07  1.334942E+04  4.459684E+00  2.652367E+04  2.779413E+08  5.207421E+02 -6.339084E+00  3.341816E+03
4.50 0.0080   18   8.564841E-01  5.604386E-03  2.521662E+01  4.527390E-03  9.632490E-01  8.078297E-01  3.457076E+08  6.504489E+07  8.207778E+07  1.362394E+04  4.455121E+00  2.681190E+04  3.472072E+08  5.291960E+02 -6.350819E+00  3.311011E+03
4.50 0.0080   19   8.567386E-01  5.654752E-03  2.530351E+01  4.458964E-03  9.324666E-01  7.885339E-01  3.402035E+08  6.556278E+07  8.213991E+07  1.375269E+04  4.448426E+00  2.697145E+04  4.250056E+08  5.399344E+02 -6.357261E+00  3.280809E+03
4.50 0.0080   20   8.569484E-01  5.659282E-03  2.784287E+01  4.421234E-03  9.333367E-01  7.812359E-01  3.453118E+08  6.612044E+07  8.217474E+07  1.355046E+04  4.439156E+00  2.715424E+04  3.815660E+08  5.480673E+02 -6.364595E+00  3.256520E+03
4.50 0.0080   21   8.571966E-01  5.700588E-03  2.724020E+01  4.511356E-03  9.292230E-01  7.913843E-01  3.425902E+08  6.698402E+07  8.224681E+07  1.377486E+04  4.426647E+00  2.742865E+04  4.509028E+08  5.550660E+02 -6.375511E+00  3.245424E+03
4.50 0.0080   22   8.574112E-01  5.720139E-03  2.480329E+01  4.749775E-03  9.767721E-01  8.303601E-01  3.410618E+08  6.797194E+07  8.231309E+07  1.369950E+04  4.411000E+00  2.771205E+04  5.066202E+08  5.603988E+02 -6.386671E+00  3.237433E+03
4.50 0.0080   23   8.576515E-01  5.768716E-03  2.854068E+01  4.738808E-03  9.496530E-01  8.214666E-01  3.481133E+08  6.908473E+07  8.241794E+07  1.394565E+04  4.391953E+00  2.803815E+04  5.816371E+08  5.649435E+02 -6.399373E+00  3.239612E+03
4.50 0.0080   24   8.578739E-01  5.793750E-03  2.780102E+01  4.827559E-03  9.577376E-01  8.332356E-01  3.405807E+08  6.997403E+07  8.248405E+07  1.399953E+04  4.370014E+00  2.832143E+04  6.265719E+08  5.672511E+02 -6.410288E+00  3.242767E+03
4.50 0.0080   25   8.580827E-01  5.792677E-03  2.908313E+01  4.634023E-03  9.201146E-01  7.999794E-01  3.613793E+08  7.109322E+07  8.256841E+07  1.389219E+04  4.347504E+00  2.865955E+04  6.563978E+08  5.675919E+02 -6.423173E+00  3.257578E+03
4.50 0.0080   26   8.582880E-01  5.796552E-03  2.889145E+01  4.823744E-03  9.508865E-01  8.321748E-01  3.410406E+08  7.199706E+07  8.263859E+07  1.390543E+04  4.323291E+00  2.892100E+04  7.529904E+08  5.690706E+02 -6.433033E+00  3.265646E+03
4.50 0.0080   27   8.584570E-01  5.751193E-03  2.877843E+01  4.833519E-03  9.681013E-01  8.404378E-01  3.466002E+08  7.277584E+07  8.270779E+07  1.361657E+04  4.299480E+00  2.917384E+04  6.739210E+08  5.672369E+02 -6.442484E+00  3.275227E+03
4.50 0.0080   28   8.586636E-01  5.800545E-03  2.909556E+01  4.812181E-03  9.547884E-01  8.296084E-01  3.655980E+08  7.336133E+07  8.279681E+07  1.366956E+04  4.273648E+00  2.941080E+04  7.942757E+08  5.676160E+02 -6.451267E+00  3.280597E+03
4.50 0.0080   29   8.588020E-01  5.710363E-03  2.736303E+01  4.592776E-03  9.277132E-01  8.042879E-01  3.444620E+08  7.356682E+07  8.278158E+07  1.339163E+04  4.245164E+00  2.953870E+04  7.300387E+08  5.682513E+02 -6.455978E+00  3.276732E+03
4.50 0.0080   30   8.590019E-01  5.701184E-03  2.883613E+01  4.718900E-03  9.487232E-01  8.277052E-01  3.498513E+08  7.371894E+07  8.279091E+07  1.339383E+04  4.210969E+00  2.965322E+04  8.093110E+08  5.701207E+02 -6.460180E+00  3.273535E+03
4.50 0.0080   31   8.592041E-01  5.687416E-03  2.917169E+01  4.774988E-03  9.547594E-01  8.395707E-01  3.465090E+08  7.377222E+07  8.276894E+07  1.341577E+04  4.168664E+00  2.973964E+04  7.069128E+08  5.737460E+02 -6.463340E+00  3.270572E+03
4.50 0.0080   32   8.593904E-01  5.663872E-03  2.904504E+01  4.708588E-03  9.490725E-01  8.313373E-01  3.455811E+08  7.352310E+07  8.269444E+07  1.326790E+04  4.112582E+00  2.973617E+04  7.025540E+08  5.765936E+02 -6.463213E+00  3.258655E+03
